,title,year,genre,country,url,poster-path,description,vote_average,vote_count,tmdb-poster,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
1048,Love Me Forever,1935,Drama,USA,https://rarefilmm.com/2020/08/love-me-forever-1935/,https://rarefilmm.com/wp-content/uploads/2020/08/lovemeforever35.jpg,"A man who loves an aspiring opera singer is prepared to sacrifice everything to help her with her career, even though he knows she doesn’t love him.",4.0,2.0,https://image.tmdb.org/t/p/original/SY3Ce2MZXu10SUpTRk04H8D2Ry.jpg,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1049,Il giorno prima ,1987,Thriller,CANADA,https://rarefilmm.com/2020/08/il-giorno-prima-1987-english-dub/,https://rarefilmm.com/wp-content/uploads/2020/08/ilgiornoprima.jpg,This story takes place during an experiment concerning psychological effects of mental fatigue on those locked in a fallout shelter for a long period of time. Twelve subjects are locked in a nuclear fallout shelter to see how long they can endure before mental breakdown occurs. After the experiment Dr. Herbert Monroe  tells the world about this terrifying experiment and its outcome.,6.4,7.0,https://image.tmdb.org/t/p/original/5OA5rqxSo2ThECopgLVqlW3U7F4.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1050,So You Won’t Talk?,1940,Comedy,USA,https://rarefilmm.com/2020/08/so-you-wont-talk-1940/,https://rarefilmm.com/wp-content/uploads/2020/08/soyouwonttalk.jpg,"In this comedy of mistaken identity, a bookish literary reviewer bows to the desires of his lover and shaves off his whiskers. Suddenly he finds himself in trouble, for without the mustache, he is the spitting image of a gangster who has just been released from prison. When the mobster’s gang sees the reviewer, they immediately assume he is the boss and they take him away. Soon he finds himself in deep trouble.",5.0,1.0,https://image.tmdb.org/t/p/original/aFuQuPZm1cS0qjex5x4X34E0l58.jpg,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,Enter Laughing,1967,Comedy,USA,https://rarefilmm.com/2020/08/enter-laughing-1967/,https://rarefilmm.com/wp-content/uploads/2020/08/enterlaughing.jpg,"David Kolowitz, a nice young man living with his parents in New York City in 1938, works at a machine repair shop. His parents want David to study to become a pharmacist. But what he really wants is to be an actor like his idol, Ronald Colman. One day, at his friend Marvin’s suggestion, David tries out for a part in a play, and gets it, despite his obvious lack of acting experience (not to mention ability). To play his part, David must come up with his own costume – a tuxedo – and pay the house five dollars a week, ostensibly for tuition. But it is David’s first acting job, one which calls for him to “enter laughing.” And if it doesn’t work out – well, there’s always pharmacy school.",4.3,4.0,https://image.tmdb.org/t/p/original/7YdI1eCfG8N8xqvGhyezjODGGc9.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1052,La cabina,1973,Short,ITALY,https://rarefilmm.com/2020/08/la-cabina-1973/,https://rarefilmm.com/wp-content/uploads/2020/08/lacabina.jpg,An amateur photographer watches a beautiful woman emerge from a beach hut and disappear into the sea.,5.0,1.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053,Stella,1950,Comedy,USA,https://rarefilmm.com/2020/08/stella-1950/,https://rarefilmm.com/wp-content/uploads/2020/08/stella502.jpg,"Stella is an out-of-left-field black comedy in which star Anne Sheridan is upstaged by an uproarious supporting cast. At a family picnic, a none too likeable uncle dies from accidentally eating poisoned mushrooms. The other family members don’t want to be accused of murder, so they leave it to the stupidest branch of the clan, personified by David Wayne and Frank Fontaine, to dispose of the body. When it is learned that Uncle had a hefty insurance policy, the family tries to palm off various corpses as the genuine article.",0.0,0.0,https://image.tmdb.org/t/p/original/7S5tJqsQSzvVTAYFk4kUFd73bv6.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,Honor Thy Father,1973,TV Movie,USA,https://rarefilmm.com/2020/08/honor-thy-father-1973/,https://rarefilmm.com/wp-content/uploads/2020/08/honorthy.jpg,"The Bononnos were one of the Five Families organized after the Castellammarese War. Headed by Joe Bonanno. Joe later lost his capo regime status to Gaspar DiGregorio this caused the “Banana Split,” aka the Bonanno War. In 1964 Joseph Bonanno mysteriously disappears from the streets of NYC. Joseph’s son Salvatore takes leadership of the family business. Following a family feud, the family split into two factions. A bloody war breaks out, and Salvatore and his family faces treats from former friends and allies in the struggle for power.",4.0,2.0,,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1055,The Young Runaways,1968,Drama,USA,https://rarefilmm.com/2020/08/the-young-runaways-1968/,https://rarefilmm.com/wp-content/uploads/2020/08/youngrunaways.jpg,"Follows the lives of three unrelated teenagers as they run away from their respective homes, each for different reasons. Arriving in Chicago, one tries to make good with his life only to find it a little more difficult than he had imagined; one falls in with “the rock and roll set” and comes to a violent end; and one gets mixed up with prostitutes, but comes good in the end. Shows things from both the parents’ side and the kids’ side. The underlying story is that you can’t solve your problems on the road if you can’t solve them at home.",5.5,2.0,https://image.tmdb.org/t/p/original/7UriRMi6xZQVSfexcOSaFdL24ax.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1056,"Metti, una sera a cena",1969,Drama,ITALY,https://rarefilmm.com/2020/08/metti-una-sera-a-cena-1969/,https://rarefilmm.com/wp-content/uploads/2020/08/mettiunasera.jpg,"Actor Max and the rich maiden Giovanna often meet in the house of Michele, an arid writer, and his wife Nina, and talk about many things, but mostly about love. Giovanna is in love with Michele, while Nina betrays him with Max. To revive their relationship and make it more exciting, Max finds for Nina an exceptional and paid amateur, Rick, a rebel intellectual. It happens, however, that the young protester falls in love with her, to whom he declares, writes, telephones, until, desperate, he tries to kill himself.",6.2,13.0,https://image.tmdb.org/t/p/original/8Afe7SSrdApImpngN4G3y0yDd2p.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1057,Vergogna schifosi,1969,Thriller,ITALY,https://rarefilmm.com/2020/08/vergogna-schifosi-1969/,https://rarefilmm.com/wp-content/uploads/2020/08/vergogna.jpg,"An old pornographic photo and anonymous letters are sent to two men and a woman, who now enjoy a respectable social status, accusing them and questioning things they have done in their lives.",4.5,2.0,https://image.tmdb.org/t/p/original/ddHJIfrIU0Ra5C0ZjL1cKsZxTzb.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1058,The Old Man Who Cried Wolf,1970,Thriller,USA,https://rarefilmm.com/2020/08/the-old-man-who-cried-wolf-1970/,https://rarefilmm.com/wp-content/uploads/2020/08/oldmancried.jpg,"Emile Pulska is visiting his old friend Abe Stillman. During the visit they are attacked and Emile is struck senseless. When he wakes up he is told that Abe is dead, dead by natural causes, the doctors tell him. When Emile insists that they were attacked, his relatives try to give him psychiatric help. Emile decides to try to find the killers himself, but someone is watching his every step…",6.0,3.0,https://image.tmdb.org/t/p/original/utipagBBRV9EYsPum66ohpP8ICC.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1059,That’s My Boy,1932,Pre Code,USA,https://rarefilmm.com/2020/08/thats-my-boy-1932/,https://rarefilmm.com/wp-content/uploads/2020/08/thatsmyboyy32.jpg,"Tommy Scott goes to a Connecticut college to become a doctor, but is soon discovered to be a prodigious football talent. He becomes a national star and falls in love, but fame and ill-advised financial deals threaten to ruin his future.",0.0,0.0,https://image.tmdb.org/t/p/original/niJf39Rp87D35zRNuGiUbYepUyb.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1060,Les voleurs de la nuit ,1984,Neo-Noir,FRANCE,https://rarefilmm.com/2020/08/les-voleurs-de-la-nuit-eng-dub-1984/,https://rarefilmm.com/wp-content/uploads/2020/08/thievesafterdark.jpg,"Young lovers on the run in Paris attempt to elude a number of sinister characters. French new-wave filmmaker Claude Chabrol, appearing in a bizarre role as a voyeur, is one of many in-jokes/references to Fuller’s fascination with European culture.",5.7,3.0,https://image.tmdb.org/t/p/original/3HIZpxyHIVC5PCcAPvJQ24Xok15.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1061,Stanno tutti bene,1990,Drama,ITALY,https://rarefilmm.com/2020/08/stanno-tutti-bene-1990/,https://rarefilmm.com/wp-content/uploads/2020/08/stannotutti.jpg,"Sicilian opera lover Matteo Scuro is a retired bureaucrat who wants to have a family reunion. When most of his adult children cancel their trip to Sicily, Matteo decides to take the train to them. On each visit to a different part of Italy, he learns about the lies that his family has been telling him, including a significant one about his missing son, Alvaro.",7.2,121.0,https://image.tmdb.org/t/p/original/sIm6MBvSQ9HGVNkB5zxwIpcIxxR.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1062,Players,1979,Drama,USA,https://rarefilmm.com/2020/08/players-1979/,https://rarefilmm.com/wp-content/uploads/2020/08/players79.jpg,A rising tennis star falls for an older woman engaged with a wealthy man she doesn’t love. Will he become the next John McEnroe? Will she choose love over financial security?,4.8,3.0,https://image.tmdb.org/t/p/original/gl15egBFu53flqvlrTHlJcss4XZ.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1063,Angels with Broken Wings,1941,Comedy,USA,https://rarefilmm.com/2020/08/angels-with-broken-wings-1941/,https://rarefilmm.com/wp-content/uploads/2020/08/angelbrokenwings.jpg,"Widowed mother Charlotte Lord would like to marry wealthy Guy Barton, but Bartons’ avaricious ex-wife Sybil insists upon contesting their recent Mexican divorce. Charlotte’s daughters Jane, Leni and Marilyn conspire to put Sybil out of the way by pairing her off with Steve Nelson, gilding the lily by convincing Nelson to pose as Argentine cattle baron Don Pablo Viscente. The ruse almost works, but then the real Don Pablo shows up. Undaunted, the Lord girls concoct a variety of additional schemes to smooth the path of romance for their mother and the eligible Mr. Barton.",4.0,1.0,https://image.tmdb.org/t/p/original/mvxZmFsrktXKnH3wtrcVgVGYaUp.jpg,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1064,Golden Harvest,1933,Pre Code,USA,https://rarefilmm.com/2020/08/golden-harvest-1933/,https://rarefilmm.com/wp-content/uploads/2020/08/goldenharvestt.jpg,"An ambitious grain trader Chris Martin, who through fair and foul means corners the wheat market and becomes a millionaire. Outgrowing his humble farm beginnings, Chris makes a bid for respectability by marrying Chicago socialite Cynthia Flint. Meanwhile, Chris’s ex-sweetheart Ellen marries his down-to-earth brother Walt, who has chosen to remain on the family farm. Inevitably, the two brothers find themselves on opposite sides when Chris’s greed overtakes his common sense.",5.0,1.0,https://image.tmdb.org/t/p/original/vLsijxHWkbDlIGTciLKabzHLkGC.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1065,Proshu slova,1976,Drama,USSR,https://rarefilmm.com/2020/05/proshu-slova-1976/,https://rarefilmm.com/wp-content/uploads/2020/05/Proshu-slova.jpg,"When Yelizaveta Uvarova becomes a mayor of a small town, she puts her heart and soul into building a bridge there. Yet soon politics will have to make way for her family life as her son suddenly dies.",7.1,8.0,https://image.tmdb.org/t/p/original/aHJp0OOzhZIzMw6cdbeEcJutV8e.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1066,Happy Day,1976,Drama,GREECE,https://rarefilmm.com/2020/05/happy-day-1976/,https://rarefilmm.com/wp-content/uploads/2020/05/Happy-Day76.jpg,"A concentration camp on a barren island is hell for the exiled prisoners. The everyday life of the people who live there consists of interrogations, psychological and physical violence, arbitrary punishments and other torments. One of the prisoners who refuses to yield is subjected to torture. Trying to escape, he falls into the sea. When the Queen visits the island, the prison guards find the runaway and murder him without a second thought, since he is already assumed dead.",5.5,4.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1067,Vali: The Witch of Positano,1965,Documentary,USA,https://rarefilmm.com/2020/05/vali-the-witch-of-positano-1965/,https://rarefilmm.com/wp-content/uploads/2020/05/vali.jpg,"This documentary financed by George Plimpton concerns the life of reclusive Australian artist Vali Myers. Heralded as a great artist in 1958, she married Rudi Rappolid after a failed suicide attempt. The cinéma vérité-styled feature tries to bring the viewer some semblance of her reclusive and eccentric personality. Myers eschews the public spotlight and has never agreed to sell any of her artwork to collectors, choosing instead to lead a life of quiet obscurity.",4.8,6.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,Výlet,2002,Comedy,CZECH,https://rarefilmm.com/2020/05/vylet-2002/,https://rarefilmm.com/wp-content/uploads/2020/05/Výlet.jpg,"A family trip which transforms into a tragicomic psychological drama. Claiming that it was her son’s wish, Grandma Valerie is determined to transfer his urned remains from the small Czech town to their native Slovakia. Her daughter-in-law accompanies her, as do her two adult granddaughters, one nearing the end of her pregnancy with a five-year-old in tow, the other with her husband. Tense relations and conflict come to a head along the way, and the truth erupts from under layers of pretence and deferential consideration. The truths revealed are at times surprising, at others bitter or even comic, but always cleansing. ",6.1,5.0,https://image.tmdb.org/t/p/original/pUw23r8YGTlUkOmPSOCiL4f5LeB.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1069,Crystal Voyager,1973,Documentary,USA,https://rarefilmm.com/2020/05/crystal-voyager-1973/,https://rarefilmm.com/wp-content/uploads/2020/05/crystalvoyager.jpg,"In 1973 surfer and sometime director of photography George Greenhough got tired of the overcrowded beaches of Southern California and set of on a journey of discovery. He designed and built his own surfboards, some equipped with underwater camera equipment. With a small group of friends he built a boat and went off the map to find some waves they could truly call their own. This journey of discovery became a breathtaking cinematic trip. Combined with the music of Pink Floyd, an understated first person narrative, and some of the best surfing footage I believe has been ever shot they created one of the most remarkable works of art ever made.",3.0,1.0,https://image.tmdb.org/t/p/original/dVWAyH6yLRs7rRTBnY58B6mgQrE.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,Vilniaus getas,2005,War,GERMANY,https://rarefilmm.com/2020/05/vilniaus-getas-2005/,https://rarefilmm.com/wp-content/uploads/2020/05/ghetto.jpg,"In 1942, in Vilnius, the Nazi annihilate 55,000 Jews and squeeze the 15,000 survivors in a seven blocks ghetto. The twenty-two year old sadistic commander Kittel is assigned to administrate the ghetto in the capital of Lithuania, becoming the master of life or death. When he finds the gorgeous Hayyah sneaking with one kilo of beans stolen from the German army, he sentences her to death; but when he is informed that she was a former successful singer, he decides to activate the old theater and promote shows in the ghetto. The Jewish Chief of Police, Gens, uses the theater and a sewing factory to save as much lives as he can; in his ambiguous position, he kills Jews to save lives of others.",6.7,30.0,https://image.tmdb.org/t/p/original/aXxkw7orae4FNaCZ7X65WTBLhx2.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1071,La pirate,1984,Drama,FRANCE,https://rarefilmm.com/2020/05/la-pirate-1984/,https://rarefilmm.com/wp-content/uploads/2020/05/piratee.jpg,"With the help of a couple of her oddball friends, a woman takes her former lesbian lover to a hotel to convince her that their affair shouldn’t end. After much shouting and some sex, things complicate when the lover’s husband shows up.",4.6,17.0,https://image.tmdb.org/t/p/original/8HfySiCkdtaZEZdIlqw3WJNG0Q0.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1072,Death of a Salesman,2000,Theatre,USA,https://rarefilmm.com/2020/05/death-of-a-salesman-2000/,https://rarefilmm.com/wp-content/uploads/2020/05/salesman1.jpg,"An aging salesman is fired from his job after a long career in it. Broken, without much to look forward to, he tries reconnecting with his wife and kids who he had always put down as he dedicated himself to work.",8.0,1.0,https://image.tmdb.org/t/p/original/yv08QNl005TxbnA9viUo2APPqE2.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1073,Salto nel vuoto ,1980,Drama,FRANCE,https://rarefilmm.com/2020/05/salto-nel-vuoto-1980-upgrade/,https://rarefilmm.com/wp-content/uploads/2018/04/salto3.jpg,"Mauro, a judge, is worried about his older sister Marta, who took care of him since he was a boy, and is now affected by psychic problems and suicide fantasies. She seems to recover from her depression when Mauro acquaints her with Giovanni, a brilliant actor at the edge of legality. Mauro become unconsciously jealous of this relationship, and tries to get Giovanni arrested.",5.4,12.0,https://image.tmdb.org/t/p/original/7ay1Z9W2byacCBDsZQJBa9pSMEK.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1074,The Limbo Line,1968,Thriller,UK,https://rarefilmm.com/2020/05/the-limbo-line-1968/,https://rarefilmm.com/wp-content/uploads/2020/05/limboline.jpg,"The Limbo Line tells a story of Cold War double-crossing with British secret agent Manston trying to break up a group of Russian agents who return defectors to Moscow for brainwashing. When a Russian ballerina defects to Germany, Manston goes after the head of The Limbo Line in an effort to stop the group from kidnapping the defectors. Acting against the orders of his boss, Manston is faced with killing the communist leader of the movement in Germany or allowing the dancer to be turned over for interrogation and reprisals for her political beliefs. Matters are further complicated when Manston finds himself falling for the ballerina…",4.0,1.0,https://image.tmdb.org/t/p/original/hbhiMI9dO5ESJHm6gwdCoeXnSsx.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1075,Zastihla mě noc,1986,Biography,CZECHOSLOVAKIA,https://rarefilmm.com/2020/05/zastihla-me-noc-1986/,https://rarefilmm.com/wp-content/uploads/2020/05/nightovertakesme.jpg,"The life and slow death of Communist journalist and Prague City Council member Jozka Jaburkova in the Ravensbruck concentration camp is the focus of this wartime drama starring Jana Rihakova as the tragic Jaburkova. Suffering almost from the beginning as an illegitimate child burdened with extreme moral expectations by her fanatically religious mother, Jaburkova suffered at the hands of the teachers and authorities in her all girls’ school. Her sympathy for the oppressed or those experiencing unjust hardship or discrimination got her into trouble again and again, both as a student and when she went on to seek employment. As the camera focuses on scenes in the concentration camp, Jaburkova’s memories of her past are shown in flashbacks.",5.0,2.0,https://image.tmdb.org/t/p/original/eR49jXOBgc76dqQSBiHX5s3EyXC.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1076,La captive du désert,1990,Drama,FRANCE,https://rarefilmm.com/2020/05/la-captive-du-desert-1990/,https://rarefilmm.com/wp-content/uploads/2020/05/captive.jpg,"Sandrine Bonnaire plays a European researcher who is abducted by some ill-educated rebels in a North African country. They have no clear reason for holding her hostage, and after a considerable period of time (and an escape attempt by their captive), they simply let her go. The story is based on a similar situation that the director Raymond Depardon covered when he was a reporter.",5.4,7.0,https://image.tmdb.org/t/p/original/saJqOj7EfCl6DC9uREB51u6M4V1.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1077,State Buoni Se Potete ,1983,Drama,ITALY,https://rarefilmm.com/2020/05/state-buoni-se-potete-1983-extended-version/,https://rarefilmm.com/wp-content/uploads/2020/05/statebuoni.jpg,"Around the year 1500, the Italian priest Don Filippo Neri helps street kids and orphans in his poor little chapel. He is no clergyman by the book, but a true believer in terms good and bad and he teaches this to his children. Neri is not very well-seen by the church and his only “friend” is the dry, humorless Ignatius De Loyola. But Neris real counterpart is the devil himself, working in endless incarnations in Neris direct neighborhood, trying to seduce his kids.",6.8,25.0,https://image.tmdb.org/t/p/original/Fq4foRnHjIfqzrsYAdhBHpG75R.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1078,Der Ruf,1949,Drama,GERMANY,https://rarefilmm.com/2020/05/der-ruf-1949/,https://rarefilmm.com/wp-content/uploads/2020/05/derruf.jpg,A Jewish university professor returns from exile following the end of the Second World War. His hopes of rebuilding a new Germany are undermined by the continuing antisemitism of his colleagues and students.,6.3,3.0,https://image.tmdb.org/t/p/original/i12lIes0YPhFMUDZ1nczQr7ihPb.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1079,Morning’s at Seven,1982,Theatre,USA,https://rarefilmm.com/2020/05/mornings-at-seven-1982/,https://rarefilmm.com/wp-content/uploads/2020/05/morningsatseven.jpg,"Based upon the Tony Award winning play, “Morning’s at Seven” is the funny, deeply poignant story of the four aging Gibbs sisters and their quirky families in a small Midwestern town in the 1920s. ",0.0,0.0,https://image.tmdb.org/t/p/original/acel79650keYFvKUjb5iFn7IVwS.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1080,The Texan,1930,Western,USA,https://rarefilmm.com/2020/05/the-texan-1930/,https://rarefilmm.com/wp-content/uploads/2020/05/texan3.jpg,"An outlaw, the Llano Kid is the scourge of south Texas and a Bible quoting lawman named Thacker. The kid joins a con man in a plot to deceive a wealthy old woman that he’s her long-lost son and heir. Traveling to Mexico, move into the luxurious hacienda, but the Kid soon grows to love the woman and the beautiful neighbor Consuelo. He turns on his partner and the lawman from Texas is still on his trail.",5.5,8.0,https://image.tmdb.org/t/p/original/k6UHxF7ippal0MPm23an3BOYMtB.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1081,Teenage Mother,1967,Exploitation,USA,https://rarefilmm.com/2020/05/teenage-mother-1967/,https://rarefilmm.com/wp-content/uploads/2020/05/teenmother.jpg,A new health teacher in a high school is nearly raped by drug-dealing students and is blamed when a student turns up pregnant.,3.5,2.0,https://image.tmdb.org/t/p/original/jeBVSrXEoVzTcUttl08akgqYmei.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1082,Africa,1999,Drama,SOUTH,https://rarefilmm.com/2020/05/africa-1999/,https://rarefilmm.com/wp-content/uploads/2020/05/africa1.jpg,"Vicky, a famous model, leads a hectic life. Fed up, she decides to take a couple of days off and travels to Africa. Here, she meets with an accident and ends up in a forest with no one to help her.",5.5,62.0,https://image.tmdb.org/t/p/original/kuDIrcsUI0duLSTUgKKLKEiEdrK.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1083,The Devil’s Hairpin,1957,Drama,USA,https://rarefilmm.com/2020/05/the-devils-hairpin-1957/,https://rarefilmm.com/wp-content/uploads/2017/08/devilshairr.jpg,"Cocky car racer Nick Jargin has retired since he nearly caused the death of his brother at a hairpin bend on a circuit. He now holds a trendy café who keeps him busy full time until one day, Tony Boari, a new champion racer, challenges him. Nick returns to competition and this time around he will have not only to beat his new rival but also his own demons. Kelly, her pretty lover, and Mrs. Jargin, his no-nonsense mother will help him to.",0.0,0.0,https://image.tmdb.org/t/p/original/o6MLmt2JVaCr3B2jEnG90mqOzLQ.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1084,Gaiety Girls,1937,Comedy,UK,https://rarefilmm.com/2020/05/gaiety-girls-1937/,https://rarefilmm.com/wp-content/uploads/2020/05/gaietygirls.jpg,"Jack Hulbert plays Martin, a straight-laced Parisian millionaire who falls in love with saucy chorus girl Jeannette. The plot requires that Martin pose as a reporter who is called upon by Jeannette to pose as her wealthy benefactor: in other words, he’s hired to impersonate himself!",4.5,11.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,Acción mutante,1993,Comedy,SPAIN,https://rarefilmm.com/2020/05/accion-mutante-1993/,https://rarefilmm.com/wp-content/uploads/2018/09/accionmutantee.jpg,"“Freaks” meets “X-Men” in this twisted, politically incorrect sci-fi satire from outlaw Spanish auteur Alex de la Iglesia (“The Day of the Beast”) and producer Pedro Almodovar. A band of handicapped and mutant terrorists attacking society’s standards of physical beauty kidnap a pretty socialite. The outlaws take her to a distant planet in hopes of getting big dough from her bakery tycoon father, but all hell breaks loose when they discover their leader has his own plans for the hostage and the ransom.",6.2,135.0,https://image.tmdb.org/t/p/original/ePCTFc2ggnaUd7ucEbmkZc7eQIU.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1086,Izumi,1956,Drama,JAPAN,https://rarefilmm.com/2020/05/izumi-1956/,https://rarefilmm.com/wp-content/uploads/2020/04/izumi.jpg,"In rural Japan, farmers protest after their access to their water storage is blocked by corrupt landowners. The botanist Ikushima tries to resolve the conflict by locating an alternate water source for the peasants. Meanwhile, he falls in love with Motoko, who is the secretary and liaison of Tachibana, who owns the water storage. With both men being in love with Motoko, soon tensions start to escalate.",0.0,0.0,https://image.tmdb.org/t/p/original/mpSa9QvzOqMwhHuUXsPmoXgei2L.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1087,Tinnsoldatene,2004,Documentary,NORWAY,https://rarefilmm.com/2020/05/tinnsoldatene-2004/,https://rarefilmm.com/wp-content/uploads/2020/05/tinsoldiers.jpg,A group of young UN soldiers in Lebanon enters service with pro-Israeli views and a naive outlook on war. They go through a radical change of heart as they witness and film the Qana massacre. They secure video evidence indicating that Israel deliberately bombed a UN camp killing 106 refugees.,0.0,0.0,https://image.tmdb.org/t/p/original/9gL0KrSr9e06yQgZQSHk8qzgzoi.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,Once to Every Woman,1934,Pre Code,USA,https://rarefilmm.com/2020/05/once-to-every-woman-1934/,https://rarefilmm.com/wp-content/uploads/2020/05/once-to-every-woman-slide-2.jpg,"Columbia’s Once to Every Woman was the first of A. J. Cronin’s medical novels to be adapted for the screen. The drama of the piece hinges on the conflict between brilliant young surgeon Barclay and crusty hospital head Dr. Selby. On another, less-crucial front, Barclay and playboy physician Preston vie for the attentions of pretty nurse Miss Farnshawe. The story comes to a tension-laden climax as Barclay prepares for a delicate brain operation — a revolutionary procedure which has been opposed by Dr. Selby throughout the picture. Once to Every Woman was scripted by frequent Frank Capra collaborator Jo Swerling.",6.0,1.0,https://image.tmdb.org/t/p/original/ufpfpyk4DBkKJoVx3C96Pkm31tX.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1089,Scotland Yard Investigator,1945,Mystery,USA,https://rarefilmm.com/2020/05/scotland-yard-investigator-1945/,https://rarefilmm.com/wp-content/uploads/2020/05/scotlandyard.jpg,"At the outbreak of World War II, the famous ‘Mona Lisa’ is removed from the Lourve Museum in Paris, and stored for safekeeping in London. Sir James Collison, director of National Art Museum in London, is determined to safeguard the priceless painting. But Carl Hoffmeyer, a German fanatic art collector, is equally determined to steal the painting even it takes murder to do so.",5.5,2.0,https://image.tmdb.org/t/p/original/soxgVGZPqCnZPIXBU4XgijiMa8X.jpg,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1090,The Reason Why,1970,Short,USA,https://rarefilmm.com/2020/05/the-reason-why-1970/,https://rarefilmm.com/wp-content/uploads/2020/05/reasonwhy.jpg,"The Reason Why presents two cronies who sit before an isolated country house and gradually spill forth their personal feelings about the things they have killed. Addresses the impulse toward war, violence and murder, pondering whether man is a violent animal ‘programmed’ to kill.",0.0,0.0,https://image.tmdb.org/t/p/original/co1MQXDu4vK5NsgGCYX8Z57QlSs.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1091,Victor,1998,Family,SWEDEN,https://rarefilmm.com/2020/05/victor-1998/,https://rarefilmm.com/wp-content/uploads/2020/05/victor.jpg,"Victor is a young boy who dreams about becoming a firefighter one day, unfortunately his mother is told that he’s been diagnosed with leukaemia and only has one more month to live, his mother goes to the local fire station to try to make her kid’s dream come true.",5.0,1.0,https://image.tmdb.org/t/p/original/ww6qpMqZiDpV9jj80yLOaL91nYv.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1092,Remember Pearl Harbor,1942,Drama,USA,https://rarefilmm.com/2020/05/remember-pearl-harbor-1942/,https://rarefilmm.com/wp-content/uploads/2020/05/rememberpearl.jpg,A group of youthful soldiers stationed in the Philippines prepare to fight after they learn about Pearl Harbor. One disgraced soldier redeems himself by heroically crashing his plane into a ship carrying Japanese troops.,0.0,0.0,https://image.tmdb.org/t/p/original/7tlKKEQ9WiXgfHf0Bmi7yONoGGd.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
